,Compound,Date,Negative,Neutral,Positive,Tweet Text,Tweets Ago
2752,0.0,Wed Dec 16 12:27:49 +0000 2015,0.0,1.0,0.0,@TheWallCycling We can confirm they are all appearing. Contracts cannot be sold through Express. For further assistance direct message us.,2753
2753,0.6103,Wed Dec 16 01:19:18 +0000 2015,0.0,0.801,0.199,RT @careysadler: @mindbodyonline #loveeveryday @rcpilates we're doing #Pilates of course with #SantaJoe &amp; our fabulous clients!! https://t.…,2754
2754,0.8784,Wed Dec 16 00:49:41 +0000 2015,0.0,0.574,0.426,Show us how you stay fit and festive this holiday season with #loveeveryday. We’ll share your post this week!,2755
2755,0.2023,Tue Dec 15 18:39:52 +0000 2015,0.0,0.924,0.076,RT @MINDBODY_Jobs: Did you see our big news? MINDBODY ranked as one of the top 21 tech companies to work for: https://t.co/8qUhdOthOb https…,2756
2756,0.6696,Tue Dec 15 08:49:18 +0000 2015,0.0,0.807,0.193,@Tell_brian Thank you for your message! You have to contact directly the studio to terminate the contract if you don’t wish to auto renew it,2757
2757,0.6114,Tue Dec 15 04:20:31 +0000 2015,0.0,0.826,0.174,Thankful for your daily workout? Tag your gym and use #loveeveryday on Instagram or Twitter and you could be reposted!,2758
2758,0.7256,Mon Dec 14 21:17:22 +0000 2015,0.0,0.664,0.336,@kkinnetz It's never too late! We're glad to hear that you like the app!,2759
2759,0.4939,Mon Dec 14 16:23:00 +0000 2015,0.0,0.775,0.225,Have you seen the #GoogleDoodle in honor of BKS Iyengar today? https://t.co/AJY9A45vLD,2760
2760,0.6249,Sun Dec 13 02:07:20 +0000 2015,0.0,0.702,0.298,How did you make someone feel good today? Share it with us using #loveeveryday,2761
2761,0.5719,Sat Dec 12 19:07:10 +0000 2015,0.043,0.792,0.165,@trib We're sorry to hear you are experiencing this. All sites are up &amp; you should be able to access yours. Please DM us for further support,2762
2762,0.4199,Fri Dec 11 20:05:00 +0000 2015,0.0,0.417,0.583,@kcostellosf Thank you!,2763
2763,0.8777,Fri Dec 11 17:45:09 +0000 2015,0.0,0.558,0.442,Share a story of a random act of kindness that helped you #loveeveryday this year. We’ll be sharing our favorites!,2764
2764,0.0,Fri Dec 11 01:58:17 +0000 2015,0.0,1.0,0.0,"@sid4hart That decision is the sole choice of the individual business, however. (2/2)",2765
2765,0.0,Fri Dec 11 01:56:47 +0000 2015,0.0,1.0,0.0,"@sid4hart Each business has the option to send booking confirmation emails with .ICS files attached, which can sync to your calendar. (1/2)",2766
2766,0.0,Fri Dec 11 01:19:44 +0000 2015,0.0,1.0,0.0,@sid4hart You can also access the settings in Connect and set the Calendar Sync to automatically sync booked services to your calendar (2/2),2767
2767,0.0,Fri Dec 11 01:18:12 +0000 2015,0.0,1.0,0.0,"@sid4hart If you're using MINDBODY Connect, you'll have the option to add services to calendar when booking them, or from ""Schedule"". (1/2)",2768
2768,0.0,Fri Dec 11 00:41:29 +0000 2015,0.0,1.0,0.0,"@sid4hart Are you a client of a business that uses the software, or a staff member at one?",2769
2769,0.7964,Fri Dec 11 00:18:55 +0000 2015,0.0,0.717,0.283,"Who inspires you to #loveeveryday? Tag them in a photo and tell their story, and we’ll  show them some Twitter love.",2770
2770,0.4574,Thu Dec 10 14:16:10 +0000 2015,0.0,0.864,0.136,"@craigleach Our apologies!, We appreciate that using a mobile browser limits the functionality &amp; user experience, DM us for more assistance",2771
2771,0.0,Thu Dec 10 13:03:54 +0000 2015,0.0,1.0,0.0,"@craigleach At this time, the MINDBODY Connect® and MINDBODY Express® apps are currently only available on iOS (Apple) and Android devices.",2772
2772,0.6808,Thu Dec 10 05:13:50 +0000 2015,0.0,0.732,0.268,@alene_i : Thank you for contacting us. Please send us a DM with your email address so that we can troubleshoot with you.,2773
2773,0.4389,Wed Dec 09 23:45:07 +0000 2015,0.0,0.847,0.153,Starting the day with a workout helps us #loveeveryday. Show us why you #loveeveryday and we will repost!,2774
2774,0.0,Wed Dec 09 17:13:15 +0000 2015,0.0,1.0,0.0,@caitsnutrition Our sales team does conduct calls to offer the software to potential clients. We can add you to a do not contact list,2775
2775,0.6239,Wed Dec 09 05:25:56 +0000 2015,0.0,0.805,0.195,"@SamsDreamTeam Thank you for contacting us! Please DM us your email address, and we'll check on the status and follow up with you.",2776
2776,0.8221,Wed Dec 09 05:16:11 +0000 2015,0.0,0.703,0.297,"RT @MINDBODY_Jobs: Proud to be one of @Glassdoor's Best Places to Work in 2016! https://t.co/3TwAEzEfNs #bptw 

Photo by @Slo_addy https://…",2777
2777,0.8908,Wed Dec 09 03:14:32 +0000 2015,0.0,0.616,0.384,"@SignoraMacello However, that is a great suggestion and we're happy to forward your feedback to our Development Team. Thank you! (2/2)",2778
2778,-0.2755,Wed Dec 09 03:13:55 +0000 2015,0.105,0.895,0.0,"@SignoraMacello Clients can be booked into existing scheduled classes, but new class schedules cannot be created through Express. (1/2)",2779
2779,0.8168,Wed Dec 09 02:21:59 +0000 2015,0.0,0.667,0.333,@SignoraMacello We're happy you figured things out! Let us know if you need anything else! Take care.,2780
2780,0.4019,Tue Dec 08 23:50:54 +0000 2015,0.0,0.876,0.124,@SignoraMacello You should be able to change them under your Manager Tools on the Home tab.This link should help https://t.co/Aedm9a0pmz,2781
2781,0.6124,Tue Dec 08 00:51:25 +0000 2015,0.0,0.808,0.192,"@travelers_awant If you could DM us your phone number, or the name of your business, we'd be happy to have somebody call you.",2782
2782,-0.4404,Tue Dec 08 00:44:49 +0000 2015,0.259,0.741,0.0,"@travelers_awant We're sorry to hear you were charged after cancelling, can you DM us some more information?",2783
2783,0.9359,Mon Dec 07 22:00:34 +0000 2015,0.0,0.511,0.489,"We love helping people live happy, healthy lives. Show us why you #loveeveryday and we’ll share your photo with our followers!",2784
2784,0.5707,Fri Dec 04 21:00:23 +0000 2015,0.0,0.709,0.291,"Friday inspiration! Nathalie, owner of @PerfectSidekick, profiled by @CNNMoney: https://t.co/AjWDM3EyHE",2785
2785,0.4926,Fri Dec 04 18:23:41 +0000 2015,0.0,0.61,0.39,"Thanks for the shout-out, @ruthtalfresh! https://t.co/e6992EJPJl",2786
2786,0.4019,Fri Dec 04 01:30:13 +0000 2015,0.0,0.856,0.144,Looking for your next workout? Use MINDBODY Connect to help you find a class near you: https://t.co/PZW5MTnWA5 https://t.co/KTOhoU67oq,2787
2787,0.0772,Thu Dec 03 06:44:02 +0000 2015,0.0,0.933,0.067,@Roycelr Can you send an email to socialsupport@mindbodyonline.com with your phone number and some times you're available for a call?,2788
2788,-0.1263,Thu Dec 03 06:15:59 +0000 2015,0.164,0.736,0.1,@Roycelr We're very sorry that you are having difficulties with our software. Our development team is currently working on a solution.,2789
2789,0.9078,Thu Dec 03 00:17:48 +0000 2015,0.0,0.195,0.805,@Wolfey10101 Thanks for applying! Good luck! :),2790
2790,0.7263,Wed Dec 02 18:23:02 +0000 2015,0.0,0.693,0.307,@jfholzworth We are having a Client Care specialist reach out to you via email shortly. Thank you for your patience!,2791
2791,0.4767,Wed Dec 02 17:48:58 +0000 2015,0.0,0.823,0.177,@jfholzworth We apologize for your frustration.We can provide live support via LiveChat.You may also email us and post to Community Forum.,2792
2792,0.5707,Wed Dec 02 17:33:29 +0000 2015,0.0,0.213,0.787,@InstinctiveHlth Congrats!,2793
2793,0.34,Wed Dec 02 01:15:08 +0000 2015,0.0,0.844,0.156,Need ideas to engage with your customers? Read tips from Constant Contact: https://t.co/sNH082zOqy https://t.co/uCKmPF6Itb,2794
2794,0.4404,Tue Dec 01 01:45:07 +0000 2015,0.0,0.838,0.162,Do you offer gift cards? Here are five things you might not know about them: https://t.co/BYzHeSS70E,2795
2795,0.508,Mon Nov 30 22:06:01 +0000 2015,0.0,0.82,0.18,We live in an online world. #CyberMonday can help you get new clients! Offer a deal! https://t.co/tu6iYR5OdR,2796
2796,0.0,Sun Nov 29 22:05:06 +0000 2015,0.0,1.0,0.0,It's not too late to make a #CyberMonday deal: https://t.co/OfjBgfUvtf. Use @ConstantContact to notify your clients! https://t.co/zNRi7ANNUE,2797
2797,0.8832,Sat Nov 28 22:02:05 +0000 2015,0.0,0.532,0.468,Want to run a gift card special like offering $125 of credit for the price of $100! Learn how https://t.co/ngS1HdmJsp,2798
2798,0.6249,Fri Nov 27 22:00:05 +0000 2015,0.0,0.745,0.255,It's here. #BlackFriday. Did your business offer a great deal on MINDBODY Connect? https://t.co/tu6iYR5OdR,2799
2799,0.4019,Wed Nov 25 21:48:40 +0000 2015,0.0,0.876,0.124,@LorenzoEden Our team can definitely assist them with changing this or adjusting any of their other settings for the app.,2800
2800,0.4215,Wed Nov 25 21:48:09 +0000 2015,0.0,0.833,0.167,@LorenzoEden We can see this is the message they entered in their phone number field. We'd recommend letting them know this.,2801
2801,-0.0572,Wed Nov 25 21:44:30 +0000 2015,0.058,0.942,0.0,@LorenzoEden The app is not opening your device's phone because the business does not have a contact number entered in their site.,2802
2802,-0.1695,Wed Nov 25 21:43:55 +0000 2015,0.143,0.857,0.0,@LorenzoEden That message indicates the business does not allow online signups.,2803
2803,0.8715,Wed Nov 25 06:55:20 +0000 2015,0.0,0.603,0.397,"@DeborahIvanoff Thank you, Deborah! We passed your compliment to Jeff and he said it was an absolute pleasure!",2804
2804,0.7391,Wed Nov 25 01:30:17 +0000 2015,0.0,0.706,0.294,"Need to de-stress this holiday season? Read 4 tips for slowing down this holiday season from @chrissheltonqi:
https://t.co/K3HNQuJumw",2805
2805,0.69,Mon Nov 23 19:26:07 +0000 2015,0.0,0.749,0.251,"#Tistheseason! Prep your staff for the holiday rush https://t.co/3y9csnYp1e 
or help your new hires get up to speed https://t.co/WuNiYA6PAZ",2806
2806,-0.0772,Sun Nov 22 23:11:55 +0000 2015,0.051,0.949,0.0,@rips14 We're sorry to hear the software is performing slowly. Can you DM us the business name this is happening with so we can investigate?,2807
2807,0.4199,Sun Nov 22 19:21:03 +0000 2015,0.0,0.741,0.259,#BlackFriday and #CyberMonday are coming! Be ready: https://t.co/OxmEX7QCjl https://t.co/h1TsJoAxM0,2808
2808,0.0,Sat Nov 21 19:20:04 +0000 2015,0.0,1.0,0.0,Do you need to adjust your hours for the upcoming #holidays? https://t.co/9khD4XpQRq,2809
2809,0.5106,Sat Nov 21 02:00:16 +0000 2015,0.0,0.809,0.191,How do you express your gratitude to your customers? Read our tips here: https://t.co/iy86yHWMZ0 https://t.co/F4f01MGsMf,2810
2810,-0.3753,Fri Nov 20 19:20:06 +0000 2015,0.196,0.699,0.105,Who doesn't love getting #giftcards? See why they are important to your business https://t.co/d6Mpu39eTO,2811
2811,0.0,Fri Nov 20 01:15:12 +0000 2015,0.0,1.0,0.0,Do you use SOAP notes? They are now part of MINDBODY. Read more: https://t.co/1dkLVIHpEa https://t.co/s0oURRw0Kq,2812
2812,0.5719,Thu Nov 19 18:59:20 +0000 2015,0.0,0.844,0.156,@LostSpaceCase We'd be happy to discuss how you can use the software. Our sales team can arrange a demo for you: https://t.co/HBquLZZb81,2813
2813,0.3612,Thu Nov 19 18:59:03 +0000 2015,0.0,0.828,0.172,Are you ready for #CyberMonday? Your MINDBODY software is. Learn more https://t.co/h1TsJoAxM0 https://t.co/OxmEX7QCjl,2814
2814,0.6597,Thu Nov 19 18:50:45 +0000 2015,0.0,0.787,0.213,@artdecoeminem Data in a MINDBODY site is the property of the business. You can always contact our support team for help downloading info.,2815
2815,0.5994,Thu Nov 19 18:26:42 +0000 2015,0.0,0.789,0.211,@artdecoeminem We want to be sure we have correct information about your situation. Can you please DM us or send an email with more info?,2816
2816,0.4019,Thu Nov 19 18:08:23 +0000 2015,0.0,0.863,0.137,@artdecoeminem Here is a link to our support center article that contains the toll-free phone numbers by location: https://t.co/jaBJXhI39H,2817
2817,0.0,Thu Nov 19 18:00:25 +0000 2015,0.0,1.0,0.0,@artdecoeminem You can email our team at support@mindbodyonline.com,2818
2818,0.0,Thu Nov 19 17:47:12 +0000 2015,0.0,1.0,0.0,"@artdecoeminem It would depend on what information you're looking for. Can you DM us some more details, and we'll be able to direct you?",2819
2819,0.4574,Wed Nov 18 19:30:17 +0000 2015,0.0,0.842,0.158,"At MINDBODY, we believe in continuously evolving. Help your business evolve by preparing for the #holidays! https://t.co/ymV8Gg4sq4",2820
2820,0.8622,Wed Nov 18 18:20:57 +0000 2015,0.0,0.699,0.301,@SixDegreesUp This is great! We'd love to talk to you more about your experience with the feature. Could you send us a DM?,2821
2821,0.5859,Wed Nov 18 18:20:18 +0000 2015,0.0,0.798,0.202,"RT @SixDegreesUp: Thanks to an eagle-eyed gym member, we have updated our @mindbodyonline system to allow for customized or non-gender. #Pr…",2822
2822,-0.1779,Wed Nov 18 02:51:46 +0000 2015,0.152,0.76,0.087,"@trib We're sorry to hear that you're having connectivity issues.Can you please DM  us the text of any error messages,along with your email?",2823
2823,0.0,Tue Nov 17 19:00:38 +0000 2015,0.0,1.0,0.0,Get ahead of the rush! Enter your #BlackFriday deals now &amp; your software shows them later: https://t.co/WJT7POfgPP https://t.co/lidD4Q70Ze,2824
2824,0.5399,Sun Nov 15 21:14:49 +0000 2015,0.0,0.589,0.411,@boydYVR Thanks! We'll be in touch!,2825
2825,0.3382,Sun Nov 15 14:00:09 +0000 2015,0.0,0.87,0.13,It's the 15th! Certain days of the month cause Autopays to take a bit longer to run: https://t.co/LE8alOrOo7,2826
2826,-0.0516,Sun Nov 15 02:39:37 +0000 2015,0.051,0.906,0.043,@boydYVR We're sorry to hear that you haven't heard back from us yet. We will have somebody reach out to you to discuss your issues.,2827
2827,-0.1531,Fri Nov 13 18:00:15 +0000 2015,0.138,0.862,0.0,Miss the #BOLDConference? Check out a recap from @chrissheltonqi of @MorningCrane : https://t.co/bE7xKpPyFB,2828
2828,0.4389,Fri Nov 13 15:42:55 +0000 2015,0.0,0.85,0.15,@londonamballet Thank you for letting us know! We are following up now and will have someone reach out to you as soon as possible.,2829
2829,0.0,Fri Nov 13 01:20:40 +0000 2015,0.0,1.0,0.0,Looking for a way to entice new clients? Check out our intro offer tips: https://t.co/3TnfmPuIfT,2830
2830,0.5093,Thu Nov 12 18:25:39 +0000 2015,0.0,0.708,0.292,@msmegan_says Hi Megan! Can you send us a DM? :),2831
2831,0.3612,Wed Nov 11 21:20:52 +0000 2015,0.0,0.906,0.094,@nnja Thank you. It's possible that the business you booked with didn't have this email enabled in their site. Can you DM us their name?,2832
2832,-0.0772,Wed Nov 11 21:10:40 +0000 2015,0.058,0.942,0.0,@nnja We're sorry to hear you didn't receive a notification. What was the name of the app you used to book your service?,2833
2833,0.7269,Wed Nov 11 20:51:42 +0000 2015,0.053,0.688,0.259,@nnja We're sorry to hear you're having issues with email notifications via the app. We'd be happy to help: https://t.co/sAcBrSui0q,2834
2834,0.3818,Wed Nov 11 18:00:33 +0000 2015,0.0,0.843,0.157,"From her wounds to other veterans, yoga helps her heal. Meet Becky of @Warriorsoulyoga: https://t.co/bYHYC6FVvM",2835
2835,0.5267,Wed Nov 11 17:42:04 +0000 2015,0.043,0.833,0.123,"@DJDDL we're sorry to hear that you haven't heard back yet. If you could DM us your business name, we'd be happy to look into your request",2836
2836,0.5719,Wed Nov 11 15:08:03 +0000 2015,0.0,0.837,0.163,@londonamballet If you can DM us your contact information we would be happy to get someone in contact with you.,2837
2837,0.8555,Tue Nov 10 01:00:18 +0000 2015,0.0,0.567,0.433,Love using MINDBODY? Vote for us as the best spa software: https://t.co/lCXrc1oBVg https://t.co/Ruf4yUeAGg,2838
2838,0.5719,Mon Nov 09 06:00:12 +0000 2015,0.0,0.829,0.171,"Running a small business is a long journey, but here's some advice from MINDBODY partner @xero to make it easier: https://t.co/3yZdZt27pt",2839
2839,0.1511,Sun Nov 08 14:55:04 +0000 2015,0.096,0.783,0.121,"@MacksMind (cont) Passwords must be at least 8 characters. We recommend using lower case, upper case, numbers and characters (!  # @ etc.).",2840
2840,0.6369,Sun Nov 08 14:53:41 +0000 2015,0.0,0.794,0.206,@MacksMind Thank you for taking the time to provide us with feedback as we always appreciate hearing back from our clients. (cont),2841
2841,0.0,Sun Nov 08 14:29:44 +0000 2015,0.0,1.0,0.0,"@MacksMind There actually is a limit of 15 characters that can be used. If you enter in more than 15 characters, it will say ""Invalid Login""",2842
2842,0.6239,Sun Nov 08 13:55:21 +0000 2015,0.0,0.759,0.241,"@MacksMind Please provide as many details as possible, and we will look into this for you. Thank you!",2843
